INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD
-7347,10/09/2003 08:38:00 PM,20030772,P032821634,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,14XX REPUBLIC ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
6008,07/18/2011 07:40:00 PM,2011-158904,LCP110718001317,DISTRICT 3,9826,INJURY TO PRISONER,19XX QUEEN CITY AV CINTI OHIO 45214,,,FEMALE,WHITE,ADULT,MALE,BLACK,N/A,N/A,N/A
865,03/02/2005 11:48:00 PM,2005-62778,P050611822,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,28XX ALMS PL,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
930,03/18/2005 01:24:00 AM,2005-63426,#P050770092,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,57XX ROE ST CINCINNATI OHIO 45227,,,FEMALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
6663,10/09/2012 10:07:00 AM,2012-174699,CP000449,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,22XX PARK AV,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
5025,11/24/2009 05:12:00 PM,2009-138241,LCP091124001240,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,X W CHARLTON AV,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
-5284,07/14/2001 10:42:00 PM,20010704,P011951481,DISTRICT 3,9826,INJURY TO PRISONER,23XX GEST ST,,,MALE,WHITE,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
7447,06/04/2014 06:20:00 PM,2014-191795,LCP140604001298,CIS,8223,WEAPON DISCHARGE AT AN ANIMAL,29XX AQUADALE LN 45211,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
7447,06/04/2014 06:20:00 PM,2014-191795,LCP140604001298,CIS,8223,WEAPON DISCHARGE AT AN ANIMAL,29XX AQUADALE LN 45211,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
7447,06/04/2014 06:20:00 PM,2014-191795,LCP140604001298,CIS,8223,WEAPON DISCHARGE AT AN ANIMAL,29XX AQUADALE LN 45211,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
7447,06/04/2014 06:20:00 PM,2014-191795,LCP140604001298,CIS,8223,WEAPON DISCHARGE AT AN ANIMAL,29XX AQUADALE LN 45211,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-3702,05/03/2000 01:20:00 AM,20000394,P001231551,DISTRICT 3,9825,CHEMICAL IRRITANT,32XX  WARSAW,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
3650,12/22/2007 10:33:00 PM,2007-107763,P071222001676,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,1XX MERIDIAN AV,,,MALE,WHITE,JUVENILE,MALE,WHITE,N/A,N/A,N/A
3650,12/22/2007 10:33:00 PM,2007-107763,P071222001676,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,1XX MERIDIAN AV,,,MALE,WHITE,JUVENILE,MALE,WHITE,N/A,N/A,N/A
-2462,03/19/1999 02:26:00 AM,9900230,P990780096,DISTRICT 1,9826,INJURY TO PRISONER,3XX EZZARD CHAS DR,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
2343,06/23/2006 12:40:00 AM,2006-84572,P061740047,DISTRICT 3,9826,INJURY TO PRISONER,33XX HILLSIDE AV 4,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
-528,03/09/1997 08:14:00 PM,9700170,P970068091,DISTRICT 4,9826,INJURY TO PRISONER,24XX SYMMES AV,,,MALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
8214,12/05/2015 10:10:00 PM,2015-207754,151205001399,CENTRAL BUSINESS DISTRICT,2382,USE OF FORCE INVESTIGATION,XX E 6TH CINCINNATI OHIO 45202,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
-2598,04/29/1999 10:31:00 PM,9900366,P991191288,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,XX E MCMILLAN,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2092,11/04/1998 05:49:00 AM,9800853,P983080187,DISTRICT 5,9825,CHEMICAL IRRITANT,10XX LUDLOW,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-1370,02/14/1998 11:00:00 PM,9800123,P980451351,DISTRICT 5,9825,CHEMICAL IRRITANT,1XX W MITCHELL AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2266,01/19/1999 10:15:00 PM,9900033,P990119110,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,20XX AUBURN,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2982,09/06/1999 02:24:00 AM,9900751,P992490170,DISTRICT 4,9825,CHEMICAL IRRITANT,17XX SEYMOUR,,,FEMALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
7334,04/09/2014 03:43:00 AM,2014-190326,LCP140409000115,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,44XX W 8TH ST CINCINNATI OH 45205,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
5676,12/23/2010 09:46:00 PM,2010-151636,LCP101223001354,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX BAYMILLER WALK,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
9428,06/01/2018 05:55:00 PM,2018-236513,CPD180601001347,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,13XX WALNUT AV,,,MALE,BLACK,ADULT,FEMALE,WHITE,N/A,N/A,N/A
-970,09/07/1997 05:18:00 AM,9700621,P972500327,DISTRICT 3,9825,CHEMICAL IRRITANT,XX BOLTWOOD CT,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2617,05/16/1999 03:00:00 PM,9900385,P91360677,DISTRICT 5,9826,INJURY TO PRISONER,10XX  LUDLOW,,,FEMALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
8598,09/20/2016 05:18:00 PM,2016-217369,LCP160920001311,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX MARTIN LUTHER KING DR,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
-5709,12/15/2001 12:50:00 AM,20011140,P013490035,DISTRICT 4,9825,CHEMICAL IRRITANT,XX CALDWELL DR,,,FEMALE,BLACK,UNKNOWN,FEMALE,BLACK,N/A,N/A,N/A
-6769,03/11/2003 07:25:00 PM,20030192,P030701432,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,71XX READING RD,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-5210,06/21/2001 08:51:00 PM,20010630,P011721530,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX VINE ST,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
8185,11/11/2015 01:09:00 PM,2015-207072,LCP151111000631,,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MANNS CINCINNATI OHIO 45205,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
8185,11/11/2015 01:09:00 PM,2015-207072,LCP151111000631,,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MANNS CINCINNATI OHIO 45205,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
8185,11/11/2015 01:09:00 PM,2015-207072,LCP151111000631,,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MANNS CINCINNATI OHIO 45205,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
9706,12/23/2018 01:49:00 AM,2018-242968,CPD181223000115,DISTRICT 2,9826,INJURY TO PRISONER,31XX LINNWOOD AV,,,MALE,WHITE,ADULT,FEMALE,WHITE,N/A,N/A,N/A
-2808,07/16/1999 08:00:00 PM,9900576,P991971237,DISTRICT 5,9825,CHEMICAL IRRITANT,40XX SPRING GROVE,,,MALE,WHITE,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
-7418,11/24/2003 01:53:00 AM,20030845,P033280089,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,28XX HOFF ST,,,MALE,WHITE,UNKNOWN,FEMALE,BLACK,N/A,N/A,N/A
1977,02/06/2006 08:48:00 PM,2006-78557,P060371607,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX E 7TH ST CINCINNATI OHIO 45202,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
-4278,10/07/2000 03:15:00 AM,20000974,P002810174,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-4278,10/07/2000 03:15:00 AM,20000974,P002810174,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-4955,04/10/2001 11:10:00 PM,20010374,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX WEST LIBERTY STREET,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
5171,03/05/2010 04:29:00 AM,2010-141259,LCP100305000148,DISTRICT 3,9826,INJURY TO PRISONER,9XX KIRBERT AV CINCINATI OHIO 45205,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
5171,03/05/2010 04:29:00 AM,2010-141259,LCP100305000148,DISTRICT 3,9826,INJURY TO PRISONER,9XX KIRBERT AV CINCINATI OHIO 45205,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
-6239,07/20/2002 07:08:00 PM,20020493,P022011163,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,22XX AMOR PLACE,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-6239,07/20/2002 07:08:00 PM,20020493,P022011163,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,22XX AMOR PLACE,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-6239,07/20/2002 07:08:00 PM,20020493,P022011163,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,22XX AMOR PLACE,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
3015,02/16/2007 12:58:00 AM,2007-95696,P070470069,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,31XX BEEKMAN ST,,,MALE,BLACK,JUVENILE,MALE,TWO OR MORE,N/A,N/A,N/A
-1158,11/16/1997 02:40:00 AM,9701407,P973200188,DISTRICT 4,9825,CHEMICAL IRRITANT,34XX BURNET AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2222,12/31/1998 04:42:00 PM,9800983,P983650824,DISTRICT 2,9826,INJURY TO PRISONER,18XX WILLIAM HOWARD TAFT,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
2309,06/06/2006 08:47:00 PM,2006-80940,P061571668,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,22XX AMOR PL,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
4474,02/12/2009 07:42:00 AM,2009-126531,LCP090212000280,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,27XX BAKER ST,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
4474,02/12/2009 07:42:00 AM,2009-126531,LCP090212000280,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,27XX BAKER ST,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
9287,03/11/2018 02:30:00 PM,2018-234085,CPD 150311000618,CENTRAL BUSINESS DISTRICT,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX E 6TH ST,,,MALE,BLACK,ADULT,FEMALE,WHITE,N/A,N/A,N/A
-6483,11/08/2002 10:48:00 AM,20020738,P023120454,DISTRICT 4,9825,CHEMICAL IRRITANT,5XX MILTON ST 57,,,FEMALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
1187,05/28/2005 06:20:00 PM,2005-67149,P051481135,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX E CENTRAL PKWY,,,FEMALE,WHITE,ADULT,MALE,BLACK,N/A,N/A,N/A
-872,07/22/1997 04:48:00 AM,9700522,P972030214,DISTRICT 4,9826,INJURY TO PRISONER,6XX UNION ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-872,07/22/1997 04:48:00 AM,9700522,P972030214,DISTRICT 4,9826,INJURY TO PRISONER,6XX UNION ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
8547,08/07/2016 07:41:00 AM,2016-215911,LCP160807000332,CENTRAL BUSINESS DISTRICT,2382,USE OF FORCE INVESTIGATION,1XX E 5TH ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-2763,07/01/1999 12:10:00 AM,9900531,P991811781,DISTRICT 3,9826,INJURY TO PRISONER,37XX LLEWELLYN,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
9616,10/15/2018 03:40:00 AM,2018-241007,CPD18101500026,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,48XX RAPID RUN RD,39.1115832318722,-84.6009332141725,MALE,BLACK,ADULT,MALE,BLACK,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
5588,10/24/2010 04:46:00 PM,2010-149767,LCP101024001032,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX W COURT ST,,,MALE,WHITE,ADULT,MALE,TWO OR MORE,N/A,N/A,N/A
5268,04/22/2010 11:55:00 PM,2010-143426,LCP100422002183,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,16XX HOFFNER ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-8179,07/30/2004 05:51:00 PM,20040683,P042121484,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX PEETE ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
9631,10/18/2018 03:50:00 PM,2018-241192,CPD181010001077,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,13XX VINE ST  CINCINNATI OHIO 45202,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
9631,10/18/2018 03:50:00 PM,2018-241192,CPD181010001077,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,13XX VINE ST  CINCINNATI OHIO 45202,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
9542,09/04/2018 08:08:00 AM,2018-239722,CPD180904000206,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,28XX W MCMICKEN AV APT 4,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-2705,06/12/1999 06:06:00 PM,9900473,P991630097,DISTRICT 3,9825,CHEMICAL IRRITANT,11XX WOODLAWN,,,FEMALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
2776,10/23/2006 01:10:00 PM,2006-91531,P062960685,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,23XX NOTTINGHAM CT,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
-3536,03/06/2000 11:10:00 PM,20000225,P000661575,DISTRICT 5,9826,INJURY TO PRISONER,40XX SPRING GROVE,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-3536,03/06/2000 11:10:00 PM,20000225,P000661575,DISTRICT 5,9826,INJURY TO PRISONER,40XX SPRING GROVE,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
3473,09/24/2007 01:40:00 AM,2007-103935,P072670086,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,53XX WARD ST CINCINNATI OHIO 45227,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-5257,07/03/2001 11:30:00 AM,20010677,P011840589,DISTRICT 1,9825,CHEMICAL IRRITANT,1XX E MCMICKEN ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
5666,12/16/2010 11:45:00 PM,2010-151442,LCP101216001377,DISTRICT 1,9826,INJURY TO PRISONER,11XX WESTERN HILLS VIA,,,MALE,WHITE,JUVENILE,MALE,BLACK,N/A,N/A,N/A
513,01/17/2004 02:20:00 AM,2005-60306,P040170040,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,2XX GOODMAN AV,,,MALE,BLACK,ADULT,FEMALE,WHITE,N/A,N/A,N/A
-4988,04/11/2001 09:00:00 PM,20010407,,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,32XX READING RD AT HALE AV,,,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-4988,04/11/2001 09:00:00 PM,20010407,,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,32XX READING RD AT HALE AV,,,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
6724,12/04/2012 10:00:00 AM,2012-176537,,OUTSIDE CITY,9826,INJURY TO PRISONER,70XX STATE RTE 128,,,MALE,WHITE,ADULT,FEMALE,WHITE,N/A,N/A,N/A
-2487,03/30/1999 02:10:00 AM,9900255,P990890123,DISTRICT 4,9825,CHEMICAL IRRITANT,23XX MAY,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
5931,06/07/2011 05:50:00 PM,2011-157384,LCP110607001216,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX WESTWOOD AV CINTI OH 45214,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
-4563,10/03/2000 03:15:00 AM,20001261,P002770200,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,36XX VICTORY PKWY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-4563,10/03/2000 03:15:00 AM,20001261,P002770200,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,36XX VICTORY PKWY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
5070,09/28/2009 02:20:00 AM,2009-139049,LCP090928000105,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,18XX RACE ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
5947,06/10/2011 03:42:00 PM,2011-157543,LCP110610001115,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX RIDGEWAY AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
7624,10/10/2014 01:15:00 AM,2014-195282,LCP141010000068,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX PLEASANT ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
4837,08/08/2009 01:30:00 AM,2009-134114,LCP0908000149,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,25XX WESTWOOD NORTHERN BLVD,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-3675,04/24/2000 06:27:00 PM,20000366,P001151162,DISTRICT 1,9825,CHEMICAL IRRITANT,1XX E CLIFTON,,,FEMALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
8644,10/22/2016 05:20:35 PM,2016-218490,LCP161022001063,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX FIRST AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
1323,07/07/2005 06:45:00 PM,2005-69435,P051881568,DISTRICT 3,9826,INJURY TO PRISONER,19XX QUEEN CITY AV,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
1323,07/07/2005 06:45:00 PM,2005-69435,P051881568,DISTRICT 3,9826,INJURY TO PRISONER,19XX QUEEN CITY AV,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
1323,07/07/2005 06:45:00 PM,2005-69435,P051881568,DISTRICT 3,9826,INJURY TO PRISONER,19XX QUEEN CITY AV,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
1323,07/07/2005 06:45:00 PM,2005-69435,P051881568,DISTRICT 3,9826,INJURY TO PRISONER,19XX QUEEN CITY AV,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
1323,07/07/2005 06:45:00 PM,2005-69435,P051881568,DISTRICT 3,9826,INJURY TO PRISONER,19XX QUEEN CITY AV,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
-1102,09/30/1997 10:10:00 PM,9701351,P972731313,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,20XX ELEANOR PL,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-3280,12/16/1999 01:57:00 PM,9901050,P993500796,DISTRICT 4,9825,CHEMICAL IRRITANT,35XX BURNET,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
6807,02/28/2013 10:36:00 AM,2013-178575,LCP130228000477,DISTRICT 2,9826,INJURY TO PRISONER,57XX RAVNNA ST,,,MALE,BLACK,JUVENILE,MALE,BLACK,N/A,N/A,N/A
-3727,05/09/2000 01:48:00 PM,20000420,P001300717,DISTRICT 3,9826,INJURY TO PRISONER,20XX HARRISON,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2503,03/30/1999 07:05:00 PM,9900271,P990891124,DISTRICT 3,9826,INJURY TO PRISONER,24XX WESTWOOD NORTHERN,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
7191,11/17/2013 01:16:00 AM,2013-186454,LCP131117000080,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,10XX BROADWAY ST,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
-1933,09/21/1998 02:31:00 AM,9800693,P982640136,DISTRICT 3,9825,CHEMICAL IRRITANT,27XX ERLENE,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
1953,01/30/2006 09:57:00 AM,2006-78282,P060300472,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX NEAV ST,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
-6009,04/29/2002 05:55:00 PM,20020261,P021191118,DISTRICT 3,9826,INJURY TO PRISONER,9XX W MCMILLAN ST,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-6009,04/29/2002 05:55:00 PM,20020261,P021191118,DISTRICT 3,9826,INJURY TO PRISONER,9XX W MCMILLAN ST,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-1003,09/18/1997 09:55:00 PM,9701242,P972611364,DISTRICT 4,9825,CHEMICAL IRRITANT,10XX MCMILLAN ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
2219,05/04/2006 02:04:00 AM,2006-82280,P061240154,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,21XX QUEEN CITY AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-1174,11/21/1997 10:30:00 AM,9701423,P973250523,DISTRICT 1,9826,INJURY TO PRISONER,X  E LIBERTY  ST,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
4671,05/10/2009 01:05:00 PM,2009-130113,LCP090510000694,DISTRICT 5,9826,INJURY TO PRISONER,57XX DAVY AV,,,MALE,BLACK,ADULT,FEMALE,BLACK,N/A,N/A,N/A
-6833,04/04/2003 07:53:00 PM,20030256,P030941628,DISTRICT 4,9826,INJURY TO PRISONER,25XX CHATHMAN AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-6833,04/04/2003 07:53:00 PM,20030256,P030941628,DISTRICT 4,9826,INJURY TO PRISONER,25XX CHATHMAN AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
6284,12/26/2011 03:35:00 PM,2012-164993,LCP111226000612,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,29XX VERNON PL,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
1786,11/29/2005 02:28:00 AM,2005-75780,P053330138,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,37XX WARSAW AV CINCINNATI OHIO 45205,,,MALE,OTHER,ADULT,MALE,WHITE,N/A,N/A,N/A
1786,11/29/2005 02:28:00 AM,2005-75780,P053330138,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,37XX WARSAW AV CINCINNATI OHIO 45205,,,MALE,OTHER,ADULT,MALE,WHITE,N/A,N/A,N/A
1786,11/29/2005 02:28:00 AM,2005-75780,P053330138,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,37XX WARSAW AV CINCINNATI OHIO 45205,,,MALE,OTHER,ADULT,MALE,WHITE,N/A,N/A,N/A
1786,11/29/2005 02:28:00 AM,2005-75780,P053330138,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,37XX WARSAW AV CINCINNATI OHIO 45205,,,MALE,OTHER,ADULT,MALE,WHITE,N/A,N/A,N/A
4580,02/10/2009 10:24:00 PM,2009-128365,001780,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,6XX NEAV ST,,,FEMALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
-4738,03/02/2001 04:10:00 PM,20010155,,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX SEITZ ST,,,FEMALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
4186,08/22/2008 03:30:00 PM,2008-119201,LCP030822000941,VORTEX UNIT,9826,INJURY TO PRISONER,22XX  HARRISON AVNUE,,,MALE,BLACK,ADULT,MALE,ASIAN,N/A,N/A,N/A
9079,09/06/2017 03:55:00 PM,2017-228462,CPD170906001120,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX GWINETT RD,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
-5028,04/12/2001 02:15:00 AM,20010447,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX HAMER AT BACK STREETS,,,OTHER,UNKNOWN,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-455,02/15/1997 11:50:00 PM,9700094,P970461310,DISTRICT 5,9825,CHEMICAL IRRITANT,43XX INNES AV,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
